0.19	0.25	0.24	0.45	0.57	2.11	0.58	0.60	0.82	0.65	0.62	0.52	0.32	0.45	0.48	0.60	0.95	0.46	0.49	0.13	0.27	0.25	0.91	1.02	0.68	0.52	1.01	0.84	0.82	1.05	0.96	1.08	1.05	1.01	0.78
0.44	0.45	0.17	0.16	0.34	0.45	0.64	0.53	0.66	0.72	0.57	0.49	0.43	0.36	0.30	0.39	0.51	0.45	0.61	0.19	0.28	0.45	1.28	1.04	0.96	1.22	0.82	0.99	0.81	0.96	0.89	1.23	1.41	1.51	0.95
0.18	0.35	0.40	0.30	0.32	0.22	0.66	0.65	0.79	0.54	0.58	0.55	0.54	0.53	0.46	0.56	0.34	0.34	0.30	0.23	0.33	0.67	1.09	0.75	0.61	0.56	0.98	0.72	0.92	0.67	0.64	0.76	1.17	1.23	0.96
0.25	0.24	0.50	0.44	0.38	0.47	0.50	0.44	0.64	0.60	0.53	0.62	0.69	0.65	0.56	0.64	0.61	0.33	0.38	0.44	0.44	0.63	0.91	0.89	0.60	0.56	0.37	1.08	0.39	0.89	0.76	1.69	1.09	0.87	0.79
1.73	0.50	0.61	0.85	0.64	0.59	0.52	0.52	0.57	0.55	0.60	0.53	0.55	0.58	0.49	0.55	0.72	0.55	1.10	0.38	0.31	0.39	1.67	0.83	0.63	1.08	0.64	0.69	0.71	0.41	0.38	0.72	2.90	0.74	0.84
0.75	0.35	0.89	1.12	1.26	0.92	0.78	0.54	0.40	0.25	0.47	0.37	0.46	0.61	0.64	0.55	0.49	0.45	0.64	0.47	0.34	0.53	1.14	0.74	0.51	1.08	0.88	0.87	1.02	1.09	2.07	1.00	0.32	0.62	0.80
0.61	0.52	1.23	0.75	0.66	0.84	0.72	0.55	0.60	0.33	0.44	0.43	0.37	0.54	0.52	0.56	0.40	0.48	0.58	0.53	0.30	0.35	0.64	0.89	0.88	1.00	0.74	0.80	0.69	0.88	0.86	2.53	0.31	0.30	0.53
0.57	1.27	1.66	1.10	0.78	0.91	0.79	0.58	0.58	0.32	0.39	0.47	0.37	0.35	0.55	0.38	0.44	0.34	0.64	0.55	0.39	0.30	0.61	0.82	0.90	0.76	0.84	0.64	0.74	0.94	0.90	0.87	0.27	0.88	0.76
0.64	1.70	1.22	1.00	1.12	0.73	0.50	0.47	0.46	0.56	0.61	0.67	0.37	0.31	0.46	0.34	0.46	0.55	0.49	0.49	0.45	0.31	0.81	0.68	0.83	0.76	0.86	0.65	0.59	0.70	0.79	0.30	0.79	2.37	1.61
1.88	1.27	1.61	1.45	1.24	1.21	0.61	0.52	0.52	1.12	0.81	0.89	0.79	0.40	0.46	0.33	0.47	0.33	0.35	0.38	0.33	0.42	0.92	0.75	0.67	0.58	0.67	0.77	0.81	0.63	1.02	0.45	0.63	0.81	0.46
1.92	1.47	1.46	1.65	1.81	1.38	1.01	1.14	1.04	1.22	0.68	0.52	0.82	0.82	0.32	0.32	0.68	0.45	0.64	0.43	0.39	0.30	0.79	0.96	0.62	0.56	0.50	0.62	0.75	1.04	0.44	0.52	0.78	0.49	0.50
1.46	1.77	0.88	1.53	0.73	0.77	0.84	1.60	1.20	1.22	0.92	0.71	0.45	0.57	0.95	0.47	1.01	0.71	0.76	0.61	0.42	0.18	0.71	0.86	0.45	0.41	0.53	0.60	0.60	0.46	0.41	0.50	0.69	0.37	0.54
1.64	1.76	0.69	1.95	0.93	0.59	1.15	2.12	0.74	1.23	1.15	1.86	1.48	1.25	1.23	1.13	1.50	1.27	0.65	0.79	0.58	0.31	1.04	0.75	0.49	0.53	0.47	0.50	0.50	0.59	0.31	0.46	0.52	0.43	0.51
1.34	1.86	2.34	1.13	0.52	0.79	0.89	1.76	1.08	1.79	1.49	0.89	1.25	1.49	0.87	1.21	1.33	0.95	0.71	0.84	1.24	0.63	1.13	0.76	0.73	0.53	0.44	0.37	0.53	0.54	0.35	0.42	0.45	0.44	0.44
1.87	1.23	1.94	1.72	1.19	1.06	1.06	1.33	2.05	1.19	1.28	1.66	1.82	1.66	1.47	1.23	1.41	0.76	0.86	0.87	1.49	1.14	1.20	0.82	0.96	0.64	0.43	0.31	0.42	0.52	0.42	0.43	0.50	0.42	0.44
1.29	1.38	1.61	1.21	0.92	1.33	1.42	1.41	1.42	0.85	1.18	2.17	1.53	1.54	1.77	1.00	1.72	0.58	0.88	0.99	1.98	1.33	1.19	0.61	0.86	1.01	0.76	0.47	0.56	0.66	0.41	0.49	0.54	0.42	1.09
1.56	1.42	1.11	0.69	0.55	0.65	1.01	1.13	0.84	1.05	1.60	2.16	1.32	1.17	1.87	1.45	1.89	0.88	0.62	0.79	1.51	1.06	1.28	0.53	0.64	1.13	1.33	0.83	0.92	0.36	0.47	0.48	0.50	0.42	0.45
1.60	1.21	0.89	0.50	0.39	0.41	0.97	0.66	0.55	0.85	0.79	0.72	0.68	1.78	1.75	1.37	1.94	1.25	0.89	0.95	1.66	1.29	0.89	0.68	0.49	0.33	0.30	0.59	0.40	0.34	0.27	0.39	0.30	0.35	0.35
1.86	0.81	0.18	0.11	0.10	0.34	0.61	0.26	0.42	1.26	0.83	0.93	1.29	2.24	2.17	1.85	2.06	1.00	0.68	1.32	1.76	1.44	0.67	0.89	0.56	0.37	0.46	0.47	0.34	0.74	0.61	0.76	0.32	0.80	0.63
0.94	0.19	0.13	0.11	0.08	0.10	0.12	0.10	0.16	0.51	0.72	1.95	1.60	2.26	2.29	1.51	1.28	0.55	0.79	1.26	1.84	1.58	1.12	0.70	0.80	0.48	0.58	0.39	0.99	0.76	0.75	0.81	0.58	0.37	0.66
0.79	0.65	0.33	0.12	0.08	0.11	0.14	0.12	0.52	0.70	1.54	1.37	1.76	2.39	2.27	1.43	1.38	0.58	0.99	1.10	2.51	1.76	1.46	0.85	0.70	0.91	0.53	1.10	1.47	1.11	0.96	1.04	0.59	0.54	0.47
1.15	0.93	0.60	0.13	0.12	0.15	0.14	0.12	0.16	0.84	0.95	1.29	1.16	0.86	2.09	1.51	0.88	0.78	0.91	1.38	1.65	1.49	1.14	0.60	0.49	1.12	0.86	1.32	1.15	1.30	1.49	1.03	0.82	0.53	0.61
1.33	1.30	0.77	0.15	0.17	0.15	0.16	0.14	0.20	1.10	1.32	0.98	1.32	1.37	1.64	1.85	0.84	0.63	0.53	0.57	0.55	0.77	0.73	0.40	0.41	1.02	0.99	0.85	0.60	0.89	1.70	1.34	0.98	0.93	0.60
0.88	2.17	1.69	0.37	0.77	0.14	0.13	0.10	0.15	0.71	1.24	1.09	2.40	1.66	1.35	0.46	0.55	0.57	0.62	0.80	0.71	0.93	1.08	0.63	0.61	1.35	0.97	0.56	0.50	0.86	1.40	1.43	1.35	0.63	0.41
2.28	2.26	1.74	0.85	0.17	0.13	0.14	0.10	0.15	0.68	1.36	0.96	1.49	1.77	0.97	1.62	0.38	0.32	0.66	0.63	0.85	1.05	1.17	0.69	0.89	0.66	1.29	0.62	0.95	1.38	1.23	1.36	1.53	0.84	0.75
